news,price,date
腾讯控股：微信及WeChat合并月活跃账户数13.089亿,361.45,2019-7-25
腾讯控股：第三季度累计约133亿港元回购4284万股公司股份,359.32,2019-7-26
腾讯每10股派发1股美团普通股 分派股息9.58亿股市值1594亿港元,361.26,2019-7-29
腾讯前三季度研发投入增长20% 自主可控技术加速国产化进程,362.23,2019-7-30
腾讯第三季度持续提质增效 销售推广开支降低32%,357.38,2019-7-31
腾讯To B营收占比连续六季度超30% 企业服务毛利大幅提升,359.12,2019-8-1
腾讯控股：Q3调整后净利323亿元 将宣派9.58亿股美团股份作为特别股息,345.34,2019-8-2
腾讯三季度净利润小幅增至322.54亿元 连续四个季度下跌后回稳,330.59,2019-8-5
11月16日共602只港股被沽空 腾讯控股沽空金额30.03亿港元居首,327.29,2019-8-6
腾讯将宣派9.58亿股美团股份作为特别股息,328.65,2019-8-7
腾讯三季度营收1400.93亿元,332.33,2019-8-8
腾讯7月未成年人游戏时长同比大幅下降92%,328.45,2019-8-9
腾讯第三季业绩止跌回升 将向股东分派所持大部分美团股份,330.0,2019-8-12
腾讯分给股东9.58亿股美团股票 刘炽平表示双方保持紧密合作助力数实融合,324.18,2019-8-13
腾讯将分派市值约1594亿港元美团股份作为特别股息 腾讯总裁刘炽平同时卸任美团董事,330.0,2019-8-14
腾讯Q3数实经济收入再超游戏,320.69,2019-8-15
【业绩会直播】腾讯三季度调整后净利增长2% 派息式减持美团价值千亿港元,316.8,2019-8-16
腾讯派发9.58亿股美团股票回馈股东 刘炽平卸任美团董事,326.9,2019-8-19
腾讯Q3净利润322.54亿元 连续四季度下降后恢复增长,323.6,2019-8-20
腾讯Q3数实经济收入再超游戏  全生态多矩阵服务实体经济,322.82,2019-8-21
腾讯“清仓式”减持美团：派发9.58亿股股票 持股比例由17%降至1.5%,321.27,2019-8-22
前三季营收下滑 腾讯“减持”美团：刘炽平已辞任美团非执行董事职务,324.37,2019-8-23
腾讯“分红式减持”美团：价值近1600亿港元 刘炽平辞任美团非执行董事,316.42,2019-8-26
腾讯第三季度实现营业收入1400.93亿元,316.61,2019-8-27
腾讯：金融科技与企业服务板块三季度营收448亿元 同比增长4%,309.62,2019-8-28
刚刚，腾讯突然宣布！这1500多亿 全分了,310.79,2019-8-29
腾讯Q3成本降2%净利增1% 游戏承压企服增长明显,315.25,2019-8-30
腾讯游戏第三季度收入429亿元 同比降4.6%,321.46,2019-9-2
重磅！腾讯“清仓式分红” 引发中概股异动,319.52,2019-9-3
突发！腾讯放大招：1500亿美团股票分给股东！马化腾、美团回应 最新财报看点也不少,331.17,2019-9-4
买“企鹅”送“袋鼠” 腾讯派送1554亿市值美团股票 下一个“被分红”会是谁？,331.36,2019-9-5
腾讯：腾讯游戏版号总会解决 不久就会有版号发放,333.3,2019-9-6
腾讯：腾讯游戏版号总会解决 不久就会有版号发放,332.33,2019-9-9
分完京东分美团！腾讯将分派美团9.58亿股 每持有10股腾讯获派1股美团 净利连续四个季度下跌后企稳,330.2,2019-9-10
1500亿港元股票派息 “出售”美团股权落定 腾讯反弹有多少角度？,335.83,2019-9-11
腾讯高管：对美团的投资内部收益率达到30%,339.13,2019-9-12
腾讯ToB营收再超游戏 视频号带来增量广告收入,339.32,2019-9-13
腾讯高管表示 对美团的投资内部收益率达到30%,336.41,2019-9-16
腾讯高管回应减持京东、美团：腾讯不一定会坚持某些资产 需将投资者利益最大化,333.5,2019-9-17
腾讯回应与联通成立合资公司：这个合作非常重要 短期内财务收益有限,332.92,2019-9-18
腾讯高管：在特定情况下进行股票回购是正确决定,328.45,2019-9-19
腾讯分拆腾讯系 主动减少体量,327.67,2019-9-20
腾讯减持美团系战略收缩 游戏业务承压 高管喊话：游戏版号会解决,325.93,2019-9-23
幻塔出海助力 腾讯Q3海外游戏收入117亿 环比增9%,325.73,2019-9-24
腾讯发布三季报 将分派近10亿股美团股份 员工人均月薪超8万上热搜,318.75,2019-9-25
三季度国内游戏收入下降7% 腾讯高管解答国内游戏的逆风因素,322.63,2019-9-26
腾讯回应与联通成立合资公司：能让双方资源和技术得到更好应用,319.72,2019-9-27
持一手腾讯可分10股美团 刘炽平辞任美团董事,320.49,2019-9-30
腾讯控股高管回应派发美团股票：并不意味着放弃战略合作,315.45,2019-10-2
腾讯最新财报披露：未成年人“防沉迷新规”一年后 《王者荣耀》《和平精英》收入减少,315.64,2019-10-3
腾讯高管回应减持美团：回报率30% 继续投资游戏、短视频,313.31,2019-10-4
分红1600亿！腾讯三季度净利增速转正 刘炽平辞别美团！游戏再吹暖风 什么信号？,314.28,2019-10-8
腾讯放大招！这1500多亿全分了,308.85,2019-10-9
腾讯将派发1500亿市值美团股份 公司高管回应：并不意味着放弃战略合作,309.43,2019-10-10
腾讯Q3电话会议说三点：游戏监管、美团、金融科技,315.25,2019-10-11
1594亿港元！腾讯发“清仓式”大红包！美团王兴发声！“腾讯系”中概股普跌,318.55,2019-10-14
腾讯第三季度金融科技及企业服务收入同比增长4% 营收占比升至32%,319.13,2019-10-15
腾讯第三季度业绩超预期 降本增效成果显著,321.27,2019-10-16
腾讯三季度净利实现正增长 数实融合收入占比提至32%,321.27,2019-10-17
港股公告精选｜腾讯三季度净利环比翻倍增至近400亿；微泰医疗拟申请科创板上市,321.27,2019-10-18
弃京东舍美团 腾讯“大象转身”,315.25,2019-10-21
中金公司维持腾讯控股跑赢行业评级 目标价379港元,317.97,2019-10-22
又见清仓式分红 腾讯将千亿美团股票分给股东！马化腾：回报可观,310.59,2019-10-23
中信证券：游戏产业价值获认可 有望提振板块信心和估值,309.62,2019-10-24
腾讯To B收入占总营收比重连续六季度超30% 企业服务毛利大幅提升,307.29,2019-10-25
港股开盘｜恒指跌1.01% 恒生科技指数跌1.97% 腾讯控股涨超1% 美团跌超6%,312.53,2019-10-28
招银国际维持腾讯控股买入评级 目标价401.8港元,307.68,2019-10-29
腾讯将分派美团9.58亿股给股东 第三季度净利润小幅增长,306.9,2019-10-30
“分红式减持”超90%美团持股 “投资人”腾讯数实“加速”,311.37,2019-10-31
腾讯三季报超预期 拟派美团股份股息 两公司震荡调整,312.15,2019-11-1
国信证券维持腾讯控股买入评级 目标价525~588港元,317.97,2019-11-4
德邦证券维持腾讯控股买入评级,323.21,2019-11-5
腾讯控股午后转涨1%，此前一度跌超4%,324.18,2019-11-6
潘铁珊：腾讯业绩好于预期 股价短线累积升幅较大 有回调需要,323.79,2019-11-7
腾讯发布三季报：净利增速转正 分红1600亿港元,317.58,2019-11-8
腾讯控股转涨超1% 此前一度跌超4%,313.5,2019-11-11
腾讯回应是否接手暴雪版权代理：内部暂无消息,320.49,2019-11-12
腾讯第三季度本土市场游戏收入同比降7%至312亿元  针对版号发放情况已调整游戏开发策略,317.77,2019-11-13
腾讯Q3营收1400亿 to B收入超游戏,310.4,2019-11-14
腾讯Q3财报：To B营收占比连续六季度超30%,310.59,2019-11-15
南向资金今日净买入51.78亿港元 净买入腾讯控股28.69亿港元,320.3,2019-11-18
腾讯控股：向不少于6600位奖励人士授予合共935.09万股奖励股份,326.7,2019-11-19
南向资金今日净流入51.78亿港元 腾讯净买入居前,325.73,2019-11-20
西部证券维持腾讯控股买入评级,319.72,2019-11-21
11月共70款游戏获批版号 腾讯、网易均在列,323.79,2019-11-22
11月70款国产网络游戏拿下版号：腾讯、网易均有斩获,328.84,2019-11-25
腾讯视频会员数、广告营收下滑,325.73,2019-11-26
腾讯网易财报启示录：游戏出海越来越卷却不得不做,325.15,2019-11-27
开源证券维持腾讯控股买入评级,328.06,2019-11-28
国海证券维持腾讯控股买入评级 目标价409港元,322.05,2019-11-29
腾讯向6600位员工发“红包” 人均38万！股价17天反弹48% 开启“腾讯时刻”？,323.21,2019-12-2
浙商证券维持腾讯控股买入评级,321.27,2019-12-3
国泰君安维持腾讯控股增持评级,318.94,2019-12-4
招商证券(香港)维持腾讯控股增持评级 目标价430港元,320.3,2019-12-5
还要涨38%？游戏版号获批&业绩向好 腾讯重回300港元！各大机构怎么看？,325.73,2019-12-6
国金证券维持腾讯控股买入评级,326.32,2019-12-9
广发证券维持腾讯控股买入评级 目标价442.52港元,326.9,2019-12-10
中国银河维持腾讯控股推荐评级,330.0,2019-12-11
中信证券维持腾讯控股买入评级 目标价382港元,338.74,2019-12-12
安信国际证券维持腾讯控股买入评级 目标价395港元,350.39,2019-12-13
这只ETF开盘跌停 乌龙指再现？A股继续“囤药” ICU概念遭爆炒！,349.22,2019-12-16
腾讯音乐叫停“TME数字藏品”业务 孙正义退出软银日常经营,360.29,2019-12-17
招商证券(香港)维持腾讯控股买入评级 目标价430港元,366.5,2019-12-18
华西证券维持腾讯控股买入评级,364.56,2019-12-19
中泰证券维持腾讯控股买入评级,364.17,2019-12-20
东吴证券维持腾讯控股买入评级,366.69,2019-12-23
腾讯控股于11月18日共耗资约3.52亿港元回购121万股,365.72,2019-12-24
腾讯控股：今日耗资约3.52亿港元回购121万股公司股份,372.71,2019-12-27
南向资金今日净卖出24.41亿港元 净买入腾讯控股3.77亿港元,371.93,2019-12-30
方正证券维持腾讯控股推荐评级,364.56,2019-12-31
投资战队鸣金收兵 腾讯瘦身重上阵,371.16,2020-1-2
东方财富证券维持腾讯控股增持评级,371.74,2020-1-3
信达证券维持腾讯控股买入评级 目标价421港元,366.3,2020-1-6
程武退出、孙忠怀入局 腾讯也感受到了“电影寒冬”？,374.26,2020-1-7
