"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2016-6-16","163.81","167.69","167.89","163.42","15.09M","-2.43%"
"2016-6-15","167.89","162.74","168.95","162.36","18.84M","2.79%"
"2016-6-14","163.33","163.81","164.39","162.65","17.73M","-0.71%"
"2016-6-13","164.49","165.07","166.72","164.20","21.17M","-3.20%"
"2016-6-10","169.93","173.22","173.22","169.63","20.40M","-0.45%"
"2016-6-8","170.70","171.38","171.38","169.44","18.87M","-0.40%"
"2016-6-7","171.38","169.83","171.57","169.34","17.25M","1.61%"
"2016-6-6","168.66","165.07","168.86","165.07","17.12M","1.76%"
"2016-6-3","165.75","165.27","167.21","164.49","27.44M","0.35%"
"2016-6-2","165.17","164.98","165.46","163.42","21.46M","-0.11%"
"2016-6-1","165.36","166.92","167.79","164.78","17.35M","-1.68%"
"2016-5-31","168.18","166.92","168.57","165.95","56.23M","2.00%"
"2016-5-30","164.88","166.14","167.40","164.39","21.75M","-0.76%"
"2016-5-27","166.14","160.12","166.72","159.64","41.27M","4.52%"
"2016-5-26","158.96","160.03","160.03","157.70","14.46M","-0.43%"
"2016-5-25","159.64","158.18","159.93","157.99","21.58M","2.49%"
"2016-5-24","155.76","155.27","156.24","154.88","12.33M","0.88%"
"2016-5-23","154.40","154.88","156.82","154.11","12.22M","0.38%"
"2016-5-20","153.82","150.71","154.49","150.71","19.19M","0.83%"
"2016-5-19","152.55","150.71","154.40","150.71","35.28M","-2.42%"
"2016-5-18","156.34","156.24","157.60","155.27","20.66M","-1.11%"
"2016-5-17","158.09","157.50","159.44","156.14","22.63M","1.88%"
"2016-5-16","155.17","151.49","155.56","151.20","21.58M","3.09%"
"2016-5-13","150.52","151.00","151.68","149.16","18.09M","0.59%"
"2016-5-12","149.64","151.97","151.97","149.45","13.28M","-1.47%"
"2016-5-11","151.87","153.72","153.72","151.39","11.59M","0.06%"
"2016-5-10","151.78","149.74","152.07","149.74","11.85M","0.84%"
"2016-5-9","150.52","150.90","151.20","149.64","9.42M","0.78%"
"2016-5-6","149.35","148.77","150.90","147.70","15.88M","0.46%"
"2016-5-5","148.67","148.48","150.13","147.99","13.65M","-0.84%"
"2016-5-4","149.93","151.10","151.10","148.87","16.38M","-0.52%"
"2016-5-3","150.71","154.20","154.20","150.52","15.34M","-2.26%"
"2016-4-29","154.20","155.27","155.56","154.11","10.90M","-1.31%"
"2016-4-28","156.24","155.95","157.79","155.27","18.66M","0.94%"
"2016-4-27","154.79","155.47","155.56","153.72","11.55M","-1.42%"
"2016-4-26","157.02","156.24","157.21","154.11","8.65M","1.19%"
"2016-4-25","155.17","155.66","156.24","154.88","10.73M","-1.78%"
"2016-4-22","157.99","156.24","158.18","155.47","8.82M","-0.43%"
"2016-4-21","158.67","158.18","159.44","157.31","13.12M","0.99%"
"2016-4-20","157.12","160.61","160.61","156.73","15.48M","-2.29%"
"2016-4-19","160.80","160.71","161.58","158.57","13.64M","0.00%"
"2016-4-18","160.80","160.12","161.09","159.25","9.12M","0.24%"
"2016-4-15","160.41","159.64","160.61","158.57","11.41M","0.18%"
"2016-4-14","160.12","160.61","162.26","156.73","25.30M","0.30%"
"2016-4-13","159.64","157.21","159.83","156.44","32.54M","2.81%"
"2016-4-12","155.27","155.17","155.47","154.49","12.31M","0.31%"
"2016-4-11","154.79","153.52","156.05","153.52","9.40M","-0.31%"
"2016-4-8","155.27","155.76","156.24","154.49","15.16M","-1.11%"
"2016-4-7","157.02","155.17","157.21","154.88","21.77M","1.76%"
"2016-4-6","154.30","152.94","154.40","152.36","17.76M","1.53%"
"2016-4-5","151.97","152.36","152.36","149.84","14.50M","-1.20%"
"2016-4-1","153.82","154.88","154.88","153.14","16.04M","0.07%"
"2016-3-31","153.72","154.59","154.59","152.46","17.52M","0.13%"
"2016-3-30","153.52","154.30","154.79","153.23","20.83M","0.57%"
"2016-3-29","152.65","154.30","154.30","152.36","16.82M","-0.95%"
"2016-3-24","154.11","154.30","155.08","153.04","18.44M","-0.56%"
"2016-3-23","154.98","155.08","155.17","153.72","15.44M","0.12%"
"2016-3-22","154.79","155.17","155.17","153.33","19.95M","0.89%"
"2016-3-21","153.43","153.91","154.01","152.46","18.62M","0.13%"
"2016-3-18","153.23","154.30","154.49","151.20","52.01M","3.67%"
"2016-3-17","147.80","148.48","148.96","146.54","13.65M","0.93%"
"2016-3-16","146.44","146.34","147.02","144.79","13.92M","-0.27%"
"2016-3-15","146.83","146.34","148.96","146.15","16.21M","-1.30%"
"2016-3-14","148.77","144.60","148.96","144.01","29.68M","3.51%"
"2016-3-11","143.72","140.52","144.11","140.04","17.50M","2.14%"
"2016-3-10","140.71","140.81","141.88","140.52","10.10M","-0.48%"
"2016-3-9","141.39","140.71","141.49","139.16","14.07M","-0.42%"
"2016-3-8","141.98","141.01","142.56","139.84","11.44M","-0.13%"
"2016-3-7","142.17","143.63","144.21","141.20","13.75M","-0.48%"
"2016-3-4","142.85","144.11","144.98","141.20","19.71M","-0.27%"
"2016-3-3","143.24","144.60","144.60","141.69","15.96M","-0.47%"
"2016-3-2","143.92","142.75","144.11","141.49","24.49M","2.63%"
"2016-3-1","140.23","137.80","140.33","137.32","15.50M","1.83%"
"2016-2-29","137.71","138.48","138.58","135.47","14.28M","-0.56%"
"2016-2-26","138.48","136.64","138.97","136.64","17.36M","2.66%"
"2016-2-25","134.89","136.25","136.83","134.60","10.91M","-1.00%"
"2016-2-24","136.25","137.51","137.51","134.50","15.13M","-1.06%"
"2016-2-23","137.71","138.29","138.58","136.44","11.52M","0.15%"
"2016-2-22","137.51","136.83","138.00","136.35","9.93M","0.35%"
"2016-2-19","137.03","136.83","138.48","136.15","12.41M","-0.77%"
"2016-2-18","138.09","137.80","138.29","135.09","20.44M","2.96%"
"2016-2-17","134.12","136.83","137.32","133.24","17.26M","-0.78%"
"2016-2-16","135.18","134.12","136.25","134.12","15.53M","0.79%"
"2016-2-15","134.12","132.66","134.50","131.30","21.70M","3.68%"
"2016-2-12","129.36","128.78","130.91","128.20","24.88M","-1.91%"
"2016-2-11","131.88","133.15","134.60","130.14","36.20M","-5.56%"
"2016-2-5","139.65","138.48","140.23","137.90","12.72M","1.41%"
"2016-2-4","137.71","138.77","138.87","137.32","16.31M","0.21%"
"2016-2-3","137.42","138.00","138.00","135.86","22.33M","-2.75%"
"2016-2-2","141.30","143.33","143.33","139.74","17.21M","-0.95%"
"2016-2-1","142.66","141.98","142.75","140.52","20.46M","1.45%"
"2016-1-29","140.62","136.93","140.71","136.93","28.33M","2.33%"
"2016-1-28","137.42","136.35","139.16","135.28","24.08M","0.78%"
"2016-1-27","136.35","139.65","140.23","134.89","27.40M","-0.92%"
"2016-1-26","137.61","137.90","139.26","136.44","25.34M","-1.74%"
"2016-1-25","140.04","135.86","140.42","135.28","31.15M","3.82%"
"2016-1-22","134.89","132.08","135.57","132.08","24.55M","4.43%"
"2016-1-21","129.17","132.17","134.60","129.17","30.54M","-1.70%"
"2016-1-20","131.40","132.85","133.53","129.85","26.44M","-3.15%"
"2016-1-19","135.67","131.98","135.86","131.98","22.60M","2.80%"
"2016-1-18","131.98","131.01","133.53","130.33","21.92M","-0.73%"
"2016-1-15","132.95","133.15","135.28","132.27","23.97M","-0.08%"
"2016-1-14","133.05","131.50","134.41","131.01","26.51M","-0.22%"
"2016-1-13","133.34","133.05","135.86","132.95","23.86M","0.95%"
"2016-1-12","132.08","132.95","135.67","131.88","22.08M","-1.37%"
"2016-1-11","133.92","134.12","137.12","133.63","22.36M","-3.23%"
"2016-1-8","138.39","136.64","139.45","136.64","18.56M","1.71%"
"2016-1-7","136.06","140.33","141.69","135.86","23.66M","-3.97%"
"2016-1-6","141.69","141.39","142.56","140.81","15.61M","-0.94%"
"2016-1-5","143.04","144.40","146.05","142.27","16.17M","-1.14%"
"2016-1-4","144.69","146.93","147.51","144.31","16.05M","-2.23%"
"2015-12-31","147.99","147.02","148.19","146.63","6.85M","1.19%"
"2015-12-30","146.25","147.41","147.90","146.05","7.13M","-0.06%"
"2015-12-29","146.34","147.22","147.51","145.86","7.37M","-0.07%"
"2015-12-28","146.44","147.90","147.99","146.15","6.71M","-0.59%"
"2015-12-24","147.31","148.48","148.48","147.12","4.78M","-0.26%"
"2015-12-23","147.70","146.93","147.99","146.73","7.42M","0.93%"
"2015-12-22","146.34","146.83","146.83","144.89","6.94M","0.33%"
"2015-12-21","145.86","146.63","146.83","145.47","8.98M","-0.66%"
"2015-12-18","146.83","147.02","147.80","146.34","18.28M","-0.20%"
"2015-12-17","147.12","148.58","149.16","146.83","15.99M","-0.13%"
"2015-12-16","147.31","146.54","147.51","145.08","14.42M","2.91%"
"2015-12-15","143.14","142.36","144.89","142.17","16.12M","0.68%"
"2015-12-14","142.17","141.20","142.46","138.77","16.81M","-0.75%"
"2015-12-11","143.24","146.44","146.63","142.56","19.68M","-1.86%"
"2015-12-10","145.96","147.41","147.41","145.57","13.45M","-0.20%"
"2015-12-9","146.25","144.01","147.51","144.01","18.83M","0.67%"
"2015-12-8","145.28","146.54","146.54","144.01","17.79M","-0.79%"
"2015-12-7","146.44","148.09","148.19","146.15","21.27M","-0.07%"
"2015-12-4","146.54","146.54","147.12","144.60","49.90M","-2.20%"
"2015-12-3","149.84","149.25","150.81","148.48","28.10M","0.46%"
"2015-12-2","149.16","150.32","150.90","148.48","20.71M","-0.39%"
"2015-12-1","149.74","151.78","152.85","149.25","25.98M","0.00%"
"2015-11-30","149.74","149.06","151.20","147.12","32.67M","0.72%"
"2015-11-27","148.67","150.61","150.90","147.80","16.41M","-1.61%"
"2015-11-26","151.10","153.33","153.62","151.10","14.04M","-0.45%"
"2015-11-25","151.78","152.07","152.07","150.81","13.08M","0.19%"
"2015-11-24","151.49","151.39","151.97","150.42","9.91M","0.39%"
"2015-11-23","150.90","151.87","152.75","150.42","13.41M","0.25%"
"2015-11-20","150.52","148.58","150.81","147.51","11.15M","1.31%"
"2015-11-19","148.58","149.06","150.13","147.51","13.31M","1.12%"
"2015-11-18","146.93","148.48","148.58","146.05","9.58M","0.14%"
"2015-11-17","146.73","146.54","149.16","146.05","15.55M","1.41%"
"2015-11-16","144.69","144.40","145.86","144.21","14.11M","-2.04%"
"2015-11-13","147.70","147.51","148.77","146.83","12.99M","-1.81%"
"2015-11-12","150.42","148.96","151.10","147.99","23.09M","2.31%"
"2015-11-11","147.02","148.19","149.93","146.34","25.56M","0.73%"
"2015-11-10","145.96","145.66","146.34","144.01","13.94M","-1.05%"
"2015-11-9","147.51","148.96","150.81","147.02","13.99M","-1.61%"
"2015-11-6","149.93","147.99","150.42","146.63","11.21M","1.44%"
"2015-11-5","147.80","147.80","148.87","147.22","15.73M","-0.46%"
"2015-11-4","148.48","149.06","152.07","147.41","27.65M","1.66%"
"2015-11-3","146.05","145.08","146.93","144.50","22.48M","2.03%"
"2015-11-2","143.14","144.40","144.40","141.88","10.82M","0.61%"
"2015-10-30","142.27","140.81","143.33","140.81","13.20M","-0.95%"
"2015-10-29","143.63","146.25","146.25","142.95","11.03M","-1.20%"
"2015-10-28","145.37","145.57","145.57","143.72","10.53M","0.47%"
"2015-10-27","144.69","144.21","145.08","142.75","13.82M","0.06%"
"2015-10-26","144.60","147.51","147.51","143.82","14.73M","-0.13%"
"2015-10-23","144.79","145.37","145.37","143.82","19.08M","1.98%"
"2015-10-22","141.98","143.63","143.63","141.20","12.48M","-0.41%"
"2015-10-20","142.56","142.75","142.95","140.81","8.93M","-0.13%"
"2015-10-19","142.75","143.63","143.63","140.91","10.47M","0.34%"
"2015-10-16","142.27","143.24","143.53","140.81","16.10M","1.11%"
"2015-10-15","140.71","138.19","141.20","137.51","15.30M","1.68%"
"2015-10-14","138.39","138.77","139.26","137.42","11.25M","-0.21%"
"2015-10-13","138.68","139.55","139.55","137.42","10.38M","-0.76%"
"2015-10-12","139.74","139.45","139.74","137.22","13.82M","1.47%"
"2015-10-9","137.71","139.74","139.84","135.96","15.73M","-0.14%"
"2015-10-8","137.90","139.26","139.26","136.44","17.00M","0.07%"
"2015-10-7","137.80","136.06","138.09","134.02","21.42M","1.72%"
"2015-10-6","135.47","137.61","137.71","133.92","19.05M","-0.07%"
"2015-10-5","135.57","135.38","136.06","134.60","24.74M","3.10%"
"2015-10-2","131.50","127.90","131.79","127.23","28.50M","4.80%"
"2015-9-30","125.48","127.13","127.13","123.83","23.77M","1.57%"
"2015-9-29","123.54","121.60","124.12","121.60","25.05M","-2.82%"
"2015-9-25","127.13","127.13","127.42","124.99","17.78M","0.23%"
"2015-9-24","126.84","127.03","127.90","126.25","16.02M","-0.15%"
"2015-9-23","127.03","126.93","127.90","125.38","18.24M","-1.14%"
"2015-9-22","128.49","130.91","130.91","128.10","19.49M","-1.05%"
"2015-9-21","129.85","130.14","130.43","128.20","16.58M","-1.10%"
"2015-9-18","131.30","130.91","132.37","130.43","24.30M","0.74%"
"2015-9-17","130.33","133.53","133.63","127.71","24.11M","-0.81%"
"2015-9-16","131.40","128.58","131.88","128.58","24.67M","3.20%"
"2015-9-15","127.32","124.22","128.00","123.83","19.86M","2.50%"
"2015-9-14","124.22","123.83","125.58","123.54","13.12M","0.48%"
"2015-9-11","123.63","125.67","127.42","123.34","23.62M","-0.94%"
"2015-9-10","124.80","127.13","127.61","124.70","19.14M","-3.74%"
"2015-9-9","129.65","126.93","131.01","126.16","27.56M","3.24%"
"2015-9-8","125.58","122.28","126.84","121.40","23.65M","2.38%"
"2015-9-7","122.66","122.86","125.48","122.08","20.90M","-0.78%"
"2015-9-4","123.63","126.06","126.35","122.86","18.27M","0.00%"
"2015-9-2","123.63","121.50","126.64","121.50","26.12M","0.15%"
"2015-9-1","123.44","127.81","128.49","123.25","20.42M","-3.49%"
"2015-8-31","127.90","128.58","129.65","125.67","19.69M","0.84%"
"2015-8-28","126.84","131.01","132.17","126.16","34.24M","-1.13%"
"2015-8-27","128.29","130.82","130.91","123.44","42.91M","2.80%"
"2015-8-26","124.80","128.00","128.49","124.22","31.86M","-1.76%"
"2015-8-25","127.03","121.50","131.50","120.34","50.91M","4.72%"
"2015-8-24","121.31","124.22","124.99","121.31","47.66M","-5.01%"
"2015-8-21","127.71","128.10","129.46","126.16","37.57M","-3.37%"
"2015-8-20","132.17","133.53","134.31","131.01","25.92M","-2.44%"
"2015-8-19","135.47","135.47","137.22","134.50","16.70M","0.14%"
"2015-8-18","135.28","138.29","140.04","135.09","12.76M","-1.83%"
"2015-8-17","137.80","139.55","139.55","136.15","17.21M","-0.98%"
"2015-8-14","139.16","140.71","141.10","138.48","16.24M","-0.49%"
"2015-8-13","139.84","133.82","141.20","133.34","41.73M","6.82%"
"2015-8-12","130.91","135.86","136.25","129.94","39.62M","-4.19%"
"2015-8-11","136.64","138.58","141.59","136.44","15.36M","-1.40%"
"2015-8-10","138.58","135.86","138.97","134.50","11.27M","0.49%"
"2015-8-7","137.90","134.89","138.19","134.89","10.79M","0.85%"
"2015-8-6","136.74","139.45","139.45","135.09","14.19M","-1.05%"
"2015-8-5","138.19","137.80","138.48","136.35","11.76M","-0.42%"
"2015-8-4","138.77","138.00","139.74","137.03","16.43M","-0.69%"
"2015-8-3","139.74","139.74","140.52","137.90","11.54M","-0.48%"
"2015-7-31","140.42","139.84","140.81","138.29","14.41M","1.33%"
"2015-7-30","138.58","141.30","142.17","138.29","15.64M","-1.11%"
"2015-7-29","140.13","141.59","142.17","138.29","22.69M","-1.43%"
"2015-7-28","142.17","138.39","145.28","136.93","25.15M","0.62%"
"2015-7-27","141.30","145.86","146.34","140.71","21.26M","-3.89%"
"2015-7-24","147.02","148.48","148.48","146.05","11.38M","-1.94%"
"2015-7-23","149.93","151.87","151.87","148.87","11.39M","0.00%"
"2015-7-22","149.93","151.39","151.39","148.48","10.29M","-1.34%"
"2015-7-21","151.97","152.75","152.75","150.03","10.84M","0.71%"
"2015-7-20","150.90","151.39","153.23","150.52","16.12M","1.23%"
"2015-7-17","149.06","147.31","149.74","146.15","13.96M","2.40%"
"2015-7-16","145.57","144.79","146.05","142.66","13.05M","0.00%"
"2015-7-15","145.57","148.19","148.19","143.72","15.57M","-1.12%"
"2015-7-14","147.22","147.51","148.77","145.57","18.06M","0.80%"
"2015-7-13","146.05","145.57","147.12","141.78","18.86M","1.07%"
"2015-7-10","144.50","145.57","148.96","143.92","36.07M","1.98%"
"2015-7-9","141.69","133.34","143.92","133.34","45.44M","8.31%"
"2015-7-8","130.82","137.32","137.32","127.52","72.91M","-6.84%"
"2015-7-7","140.42","145.57","145.57","137.32","27.02M","-1.23%"
"2015-7-6","142.17","149.16","151.39","135.86","47.56M","-5.55%"
"2015-7-3","150.52","150.90","151.68","148.48","13.17M","-0.89%"
"2015-7-2","151.87","150.42","153.23","150.42","22.64M","1.16%"
"2015-6-30","150.13","147.51","151.39","146.73","19.86M","1.04%"
"2015-6-29","148.58","154.49","155.17","145.57","28.30M","-4.25%"
"2015-6-26","155.17","157.02","157.02","154.49","19.39M","-1.30%"
"2015-6-25","157.21","158.47","158.76","156.63","13.79M","-1.04%"
"2015-6-24","158.86","154.49","158.96","153.91","21.82M","3.54%"
"2015-6-23","153.43","154.30","154.30","151.87","13.93M","0.70%"
"2015-6-22","152.36","151.10","153.23","150.03","14.33M","1.82%"
"2015-6-19","149.64","151.00","151.20","149.45","13.68M","-0.07%"
"2015-6-18","149.74","149.93","151.00","148.48","8.86M","0.00%"
"2015-6-17","149.74","152.07","152.07","149.06","13.21M","0.13%"
"2015-6-16","149.55","149.45","150.90","148.96","9.64M","-0.70%"
"2015-6-15","150.61","153.62","153.72","150.03","12.40M","-1.27%"
"2015-6-12","152.55","151.39","152.85","150.32","12.36M","1.88%"
"2015-6-11","149.74","150.81","151.00","149.16","13.42M","0.72%"
"2015-6-10","148.67","151.97","151.97","148.48","13.48M","-1.16%"
"2015-6-9","150.42","150.42","151.20","148.77","14.26M","-0.07%"
"2015-6-8","150.52","148.67","151.29","147.60","16.90M","0.26%"
"2015-6-5","150.13","153.14","153.33","149.93","15.07M","-1.97%"
"2015-6-4","153.14","154.79","154.79","150.13","21.29M","-0.19%"
"2015-6-3","153.43","153.33","154.20","152.65","13.95M","0.58%"
"2015-6-2","152.55","151.58","153.33","150.42","14.76M","0.70%"
"2015-6-1","151.49","151.10","153.72","149.55","14.86M","0.26%"
"2015-5-29","151.10","151.49","153.62","150.13","25.15M","0.33%"
"2015-5-28","150.61","154.49","154.49","149.06","24.29M","-1.71%"
"2015-5-27","153.23","154.88","154.88","152.46","16.38M","-0.57%"
"2015-5-26","154.11","157.12","157.41","153.82","20.91M","0.00%"
"2015-5-22","154.11","154.20","155.17","152.55","13.98M","1.27%"
"2015-5-21","152.17","151.39","153.23","151.39","18.03M","-1.13%"
"2015-5-20","153.91","156.44","157.02","153.43","16.46M","-1.74%"
"2015-5-19","156.63","157.50","157.50","155.56","12.58M","0.19%"
"2015-5-18","156.34","157.89","158.38","155.66","14.01M","-0.74%"
"2015-5-15","157.50","157.60","158.76","156.24","21.64M","0.62%"
"2015-5-14","156.53","157.70","159.06","155.27","25.89M","2.87%"
"2015-5-13","152.17","152.36","154.88","151.29","19.52M","-0.12%"
"2015-5-12","152.36","155.27","157.02","152.07","21.88M","-1.01%"
"2015-5-11","153.91","150.71","155.76","150.71","20.80M","2.98%"
"2015-5-8","149.45","151.39","153.33","149.16","18.11M","0.65%"
"2015-5-7","148.48","150.42","151.29","147.31","19.85M","-1.92%"
"2015-5-6","151.39","150.42","154.49","150.42","19.53M","-1.01%"
"2015-5-5","152.94","153.82","156.05","151.10","19.54M","-0.25%"
"2015-5-4","153.33","154.79","156.34","152.94","22.30M","-1.80%"
"2015-4-30","156.14","159.15","159.15","155.95","21.43M","-2.01%"
"2015-4-29","159.35","159.44","160.51","157.70","20.72M","0.37%"
"2015-4-28","158.76","157.31","159.44","156.24","20.24M","0.61%"
"2015-4-27","157.79","156.82","160.03","156.82","19.96M","0.62%"
"2015-4-24","156.82","156.63","158.09","154.79","19.14M","0.44%"
"2015-4-23","156.14","159.93","160.71","155.95","22.78M","-1.11%"
"2015-4-22","157.89","153.91","159.44","153.91","25.28M","2.26%"
"2015-4-21","154.40","148.48","155.08","148.48","23.26M","3.92%"
"2015-4-20","148.58","155.17","155.17","147.99","28.45M","-3.59%"
"2015-4-17","154.11","153.33","155.95","153.33","21.77M","-0.75%"
"2015-4-16","155.27","151.58","156.73","150.42","32.52M","1.52%"
"2015-4-15","152.94","155.27","155.27","150.90","46.32M","-2.24%"
"2015-4-14","156.44","156.63","159.06","151.78","58.99M","-5.45%"
"2015-4-13","165.46","160.12","165.95","157.70","43.72M","5.38%"
"2015-4-10","157.02","156.24","159.15","153.43","37.10M","1.19%"
"2015-4-9","155.17","154.30","165.36","153.82","66.85M","3.49%"
"2015-4-8","149.93","147.51","150.42","146.54","36.67M","3.14%"
"2015-4-2","145.37","144.50","145.57","142.95","14.68M","1.21%"
"2015-4-1","143.63","144.21","144.21","142.27","17.17M","0.55%"
"2015-3-31","142.85","146.93","146.93","141.88","24.09M","1.73%"
"2015-3-30","140.42","141.49","142.46","139.74","23.52M","1.97%"
"2015-3-27","137.71","138.77","138.77","136.15","15.82M","0.78%"
"2015-3-26","136.64","137.71","138.58","136.44","18.60M","-1.33%"
"2015-3-25","138.48","138.77","140.81","137.42","20.82M","-0.21%"
"2015-3-24","138.77","142.17","142.27","138.48","16.68M","-1.52%"
"2015-3-23","140.91","139.84","142.17","138.48","30.77M","1.82%"
"2015-3-20","138.39","142.07","144.40","136.93","71.27M","-1.65%"
"2015-3-19","140.71","133.92","141.01","132.66","64.09M","6.70%"
"2015-3-18","131.88","130.52","133.24","130.23","22.93M","1.56%"
"2015-3-17","129.85","133.24","133.44","129.17","19.18M","-1.32%"
"2015-3-16","131.59","129.07","132.27","127.81","22.71M","1.50%"
"2015-3-13","129.65","129.07","130.82","127.81","15.45M","1.37%"
"2015-3-12","127.90","127.03","128.29","126.35","17.08M","0.07%"
"2015-3-11","127.81","127.61","128.58","127.23","14.17M","0.46%"
"2015-3-10","127.23","128.88","128.88","126.84","13.02M","-0.83%"
"2015-3-9","128.29","128.10","129.75","126.93","13.16M","0.38%"
"2015-3-6","127.81","128.29","129.17","127.13","13.87M","-0.30%"
"2015-3-5","128.20","128.20","130.62","127.90","12.32M","-0.90%"
"2015-3-4","129.36","130.43","130.72","129.07","12.38M","-1.48%"
"2015-3-3","131.30","133.15","133.92","131.01","17.62M","-1.03%"
"2015-3-2","132.66","132.66","132.95","130.04","12.69M","0.59%"
"2015-2-27","131.88","131.98","132.66","130.72","17.96M","0.22%"
"2015-2-26","131.59","130.33","132.37","130.33","21.66M","-0.15%"
"2015-2-25","131.79","130.04","132.37","129.65","18.94M","0.52%"
"2015-2-24","131.11","131.98","132.37","129.85","17.22M","0.22%"
"2015-2-23","130.82","128.78","131.30","127.23","24.23M","3.78%"
"2015-2-18","126.06","127.23","127.52","125.67","7.29M","-0.69%"
"2015-2-17","126.93","126.16","128.10","126.16","8.38M","0.23%"
"2015-2-16","126.64","126.25","128.39","126.16","10.17M","0.23%"
"2015-2-13","126.35","125.77","128.39","125.28","15.47M","0.46%"
"2015-2-12","125.77","126.16","127.03","124.22","24.03M","-1.52%"
"2015-2-11","127.71","130.04","130.04","127.52","12.13M","-1.05%"
"2015-2-10","129.07","128.68","130.04","128.10","14.00M","0.30%"
"2015-2-9","128.68","129.65","129.65","127.90","12.44M","-1.19%"
"2015-2-6","130.23","132.76","132.76","130.04","10.91M","-0.74%"
"2015-2-5","131.20","132.95","132.95","129.07","18.01M","0.97%"
"2015-2-4","129.94","131.50","132.08","129.36","9.50M","-0.89%"
"2015-2-3","131.11","131.50","133.24","129.07","14.38M","-0.52%"
"2015-2-2","131.79","126.06","132.76","126.06","17.65M","2.88%"
"2015-1-30","128.10","131.50","131.50","125.67","29.38M","-1.93%"
"2015-1-29","130.62","131.98","132.37","129.85","14.64M","-1.68%"
"2015-1-28","132.85","132.85","132.95","130.72","16.22M","0.66%"
"2015-1-27","131.98","133.92","133.92","129.07","24.46M","-0.73%"
"2015-1-26","132.95","132.66","133.05","130.33","34.95M","3.24%"
"2015-1-23","128.78","130.62","130.91","127.23","29.97M","0.84%"
"2015-1-22","127.71","126.64","128.10","125.87","39.06M","2.25%"
"2015-1-21","124.90","122.47","125.09","121.50","33.79M","3.71%"
"2015-1-20","120.43","119.85","121.11","119.66","10.19M","0.90%"
"2015-1-19","119.36","120.63","121.50","118.59","21.60M","-3.74%"
"2015-1-17","124.00","124.00","124.00","124.00","","4.82%"
"2015-1-16","118.30","121.31","121.31","118.01","25.23M","-3.94%"
"2015-1-15","123.15","121.50","123.25","120.43","16.00M","0.71%"
"2015-1-14","122.28","122.96","123.93","121.40","16.84M","-1.40%"
"2015-1-13","124.02","121.60","124.51","121.50","16.84M","0.55%"
"2015-1-12","123.34","125.19","125.19","122.47","17.88M","-0.08%"
"2015-1-9","123.44","125.19","125.19","122.76","31.84M","-0.08%"
"2015-1-8","123.54","123.73","124.02","121.89","35.64M","2.34%"
"2015-1-7","120.72","119.85","120.82","118.98","40.86M","3.67%"
"2015-1-6","116.45","110.63","116.94","110.24","43.68M","5.72%"
"2015-1-5","110.15","110.15","111.89","109.47","21.81M","0.62%"
"2015-1-2","109.47","110.24","110.24","108.01","10.86M","0.27%"
"2014-12-31","109.18","109.18","110.44","108.79","9.41M","-0.70%"
"2014-12-30","109.95","111.31","111.31","109.27","12.75M","-0.09%"
"2014-12-29","110.05","112.09","112.09","108.88","11.00M","0.62%"
"2014-12-24","109.37","108.01","110.05","108.01","6.49M","-0.09%"
"2014-12-23","109.47","109.66","111.31","107.53","20.69M","-0.17%"
"2014-12-22","109.66","113.93","113.93","108.01","27.80M","-2.33%"
"2014-12-19","112.28","113.54","114.03","111.60","44.04M","3.40%"
"2014-12-18","108.59","104.91","108.88","104.81","48.64M","6.26%"
"2014-12-17","102.19","105.20","105.58","101.41","44.22M","-2.50%"
"2014-12-16","104.81","107.72","108.59","104.42","41.28M","-3.48%"
"2014-12-15","108.59","109.66","109.95","107.91","16.77M","-1.59%"
"2014-12-12","110.34","111.41","111.99","109.95","19.50M","0.26%"
"2014-12-11","110.05","111.60","111.60","109.66","19.15M","-1.82%"
"2014-12-10","112.09","111.12","112.28","109.66","27.23M","-0.26%"
"2014-12-9","112.38","113.74","114.32","112.18","26.15M","-2.35%"
"2014-12-8","115.09","116.94","117.13","114.12","22.70M","-0.26%"
"2014-12-5","115.39","115.48","116.74","113.74","28.86M","0.59%"
"2014-12-4","114.71","114.51","116.36","114.42","27.62M","0.43%"
"2014-12-3","114.22","116.16","117.13","114.03","30.84M","-1.59%"
"2014-12-2","116.07","116.26","118.30","115.00","29.70M","-0.57%"
"2014-12-1","116.74","118.10","118.88","115.39","28.08M","-2.99%"
"2014-11-28","120.34","121.89","122.08","119.95","13.03M","-0.87%"
"2014-11-27","121.40","121.99","122.08","120.92","11.37M","-0.48%"
"2014-11-26","121.99","121.69","122.28","120.63","18.66M","0.81%"
"2014-11-25","121.01","122.37","122.37","120.82","23.32M","-0.64%"
"2014-11-24","121.79","122.47","123.25","121.01","25.37M","1.05%"
"2014-11-21","120.53","122.66","122.66","120.34","17.91M","-1.20%"
"2014-11-20","121.99","120.34","123.15","119.66","15.67M","1.05%"
"2014-11-19","120.72","121.31","122.86","119.85","22.03M","-1.11%"
"2014-11-18","122.08","126.25","126.25","121.79","23.73M","-2.55%"
"2014-11-17","125.28","130.04","130.91","124.90","33.96M","-2.13%"
"2014-11-14","128.00","125.67","128.29","125.28","30.98M","1.85%"
"2014-11-13","125.67","121.31","126.64","121.01","52.96M","0.23%"
"2014-11-12","125.38","124.90","126.16","123.83","21.96M","1.25%"
